address,Year_built,Beds,Baths,Sqft,Lotsize,Price,Link
"
7734 S Meadow Spring Way,
    
Tucson,

Pima County,

AZ
85747",22118882,3,2,"1,133","Contemporary, Contemporary, Southwestern","
                $250,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Rita-Ranch/7734-S-Meadow-Spring-Way/109598651.html
"
6947 W ENCANTO Boulevard,
    
Phoenix,

Maricopa County,

AZ
85035",1977,3,1,840,0.168 Ac,"
                $235,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Maryvale/6947-W-ENCANTO-Boulevard/109553953.html
"
13666 W CHAPAROSA Way,
    
Peoria,

Maricopa County,

AZ
85383",6258449,3,2,"1,851","Ranch, Ranch","
                $399,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Vistancia/13666-W-CHAPAROSA-Way/108591594.html
"
2565 E SOUTHERN Avenue 71,
    
Mesa,

Maricopa County,

AZ
85204",2012,2,2,"1,616",0.063 Ac,"
                $375,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Meadowgreen/2565-E-SOUTHERN-Avenue/109590047.html
"
4098 S EMERALD Drive,
    
Buckeye,

Maricopa County,

AZ
85326",6258356,3,2,"1,704","Ranch, Ranch","
                $485,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Westpark/4098-S-EMERALD-Drive/109645965.html
"
40870 W Haley Drive,
    
Maricopa,

Pinal County,

AZ
85138",2021,3,2,"1,896",0.161 Ac,"
                $439,990 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/40870-W-Haley-Drive/109590100.html
"
1894 W MOCKINGBIRD Drive,
    
Chandler,

Maricopa County,

AZ
85286",1996,4,2,"1,833",0.159 Ac,"
                $549,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Carrizal/1894-W-MOCKINGBIRD-Drive/109551631.html
"
5452 E BILLINGS Street,
    
Mesa,

Maricopa County,

AZ
85205",6270123,2,2,"1,181","Ranch, Ranch","
                $289,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Alta-Mesa/5452-E-BILLINGS-Street/109698065.html
"
4206 W IRWIN Avenue,
    
Phoenix,

Maricopa County,

AZ
85041",2003,4,3,"2,103",0.09 Ac,"
                $370,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/South-Mountain-Highland-Terrace/4206-W-IRWIN-Avenue/109590076.html
"
4432 W PARADISE Lane,
    
Glendale,

Maricopa County,

AZ
85306",1980,3,2,"2,221",0.342 Ac,"
                $594,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Deerview/4432-W-PARADISE-Lane/109554196.html
"
611 E Yaqui Street,
    
Springerville,

Apache County,

AZ
85938",236623,2,2,"1,064",Single Level,"
                $169,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Springerville/611-E-Yaqui-Street/109548887.html
"
613 N 17TH Street,
    
Coolidge,

Pinal County,

AZ
85128",6270270,3,2,"1,553","Ranch, Ranch","
                $321,755 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Coolidge/613-N-17TH-Street/109698071.html
"
2592 E SAN RAFAEL Trail,
    
Casa Grande,

Pinal County,

AZ
85194",2007,5,4,"3,297",0.262 Ac,"
                $499,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/2592-E-SAN-RAFAEL-Trail/109553862.html
"
4028 E CLOVIS Circle,
    
Mesa,

Maricopa County,

AZ
85206",1979,2,2,"1,156",0.131 Ac,"
                $295,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Leisure-World/4028-E-CLOVIS-Circle/109554184.html
"
6502 W WAHALLA Lane,
    
Glendale,

Maricopa County,

AZ
85308",6262196,3,2,"1,968","Ranch, Ranch","
                $470,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Arrowhead-Ranch/6502-W-WAHALLA-Lane/108917887.html
"
145 N Grande Avenue,
    
Tucson,

Pima County,

AZ
85745",22112874,3,2,"1,244","Ranch, Ranch","
                $389,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Menlo-Park/145-N-Grande-Avenue/106673445.html
"
18601 E AGUA VERDE Drive,
    
Rio Verde,

Maricopa County,

AZ
85263",6269062,3,4,"3,876",Santa Barbara/Tuscan,"
                $1,300,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Rio-Verde/18601-E-AGUA-VERDE-Drive/109554188.html
"
1711 W BUTLER Drive,
    
Chandler,

Maricopa County,

AZ
85224",1993,4,2,"1,772",0.231 Ac,"
                $460,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/San-Marcos/1711-W-BUTLER-Drive/109590089.html
"
40623 W HELEN Court,
    
Maricopa,

Pinal County,

AZ
85138",2019,3,3,"1,431",0.091 Ac,"
                $299,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/40623-W-HELEN-Court/109647597.html
"
8242 E SOARING EAGLE Way,
    
Scottsdale,

Maricopa County,

AZ
85266",6269604,5,5,"5,000",Santa Barbara/Tuscan,"
                $1,899,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Boulders/8242-E-SOARING-EAGLE-Way/109699328.html
"
627 W Woodland Lake Road,
    
Pinetop - Lakeside,

Navajo County,

AZ
85929",186781,2,2,"2,093","A-Frame, Multi-Level, Cabin","
                $698,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Pinetop-Lakeside/627-W-Woodland-Lake-Road/109655219.html
"
1917 S Augusta Circle,
    
Tucson,

Pima County,

AZ
85710",22118399,4,2,"1,608","Ranch, Ranch","
                $299,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Harrison-East-South/1917-S-Augusta-Circle/109571399.html
"
14544 W SIERRA Street,
    
Surprise,

Maricopa County,

AZ
85379",2006,3,3,"2,719",0.164 Ac,"
                $475,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Mountain-Gate/14544-W-SIERRA-Street/109493031.html
"
9837 E JAEGER Street,
    
Mesa,

Maricopa County,

AZ
85207",6267692,5,5,"4,200","Contemporary, Contemporary","
                $1,150,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Desert-Air/9837-E-JAEGER-Street/109438005.html
"
2350 Adobe #258 Road,
    
Bullhead City,

Mohave County,

AZ
86442",1,2,2,"1,456",984301,"
                $125,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2350-Adobe-258-Road/109487831.html
"
4385 N Irving Street,
    
Kingman,

Mohave County,

AZ
86409",984447,3,2,"1,104",Site built 1 Story,"
                $179,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Kingman/4385-N-Irving-Street/109644148.html
"
9255 E Ironbark Street,
    
Tucson,

Pima County,

AZ
85747",22118918,3,2,"1,569","Ranch, Ranch","
                $250,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Rita-Ranch/9255-E-Ironbark-Street/109510406.html
"
12210 Perseus Rd Plan: Flagstaff Meadows Plan 1941,
    
Flagstaff,

Coconino County,

AZ
86015",2,4,3,"1,941",1491091,"
                $392,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Flagstaff-CCD/Greater-Flagstaff/12210-Perseus-Rd/109696821.html
"
15642 S 31ST Street,
    
Phoenix,

Maricopa County,

AZ
85048",1999,3,2,"1,736",0.139 Ac,"
                $465,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/15642-S-31ST-Street/109614230.html
"
12455 N ANTELOPE MEADOWS Drive,
    
Mingus Mountain,

Yavapai County,

AZ
86315",6254768,4,3,"2,434","Santa Fe, Territorial/Santa Fe","
                $749,999 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mingus-Mountain/Woodchute-Mountain/12455-N-ANTELOPE-MEADOWS-Drive/108174359.html
"
8617 S 9TH Street,
    
Phoenix,

Maricopa County,

AZ
85042",1981,3,2,976,0.138 Ac,"
                $314,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/South-Mountain-Highland-Terrace/8617-S-9TH-Street/109591042.html
"
1420 Eureka Ridge Way,
    
Prescott,

Yavapai County,

AZ
86303",1040390,3,2,"2,389","Contemporary, Contemporary","
                $750,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/1420-Eureka-Ridge-Way/109206494.html
"
20408 N 30TH Way,
    
Phoenix,

Maricopa County,

AZ
85050",1999,4,3,"2,177",0.092 Ac,"
                $475,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/20408-N-30TH-Way/109492924.html
"
9801 S 47TH Place,
    
Phoenix,

Maricopa County,

AZ
85044",1983,4,3,"2,215",0.203 Ac,"
                $499,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/9801-S-47TH-Place/108876122.html
"
730 W LEWIS Avenue,
    
Phoenix,

Maricopa County,

AZ
85007",6256914,3,3,"2,688","Ranch, Ranch","
                $725,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Encanto-Village/730-W-LEWIS-Avenue/108536713.html
"
5012 E WINDSTONE Trail,
    
Cave Creek,

Maricopa County,

AZ
85331",6269326,4,2,"2,332","Ranch, Ranch","
                $699,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Cave-Creek/5012-E-WINDSTONE-Trail/109647514.html
"
502 N 2nd Street,
    
Holbrook,

Navajo County,

AZ
86025",1972,2,1,"1,221",Single Level,"
                $45,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Holbrook/502-N-2nd-Street/109613036.html
"
2912 SUMMER Loop,
    
Flagstaff,

Coconino County,

AZ
85931",1994,3,2,"1,902",1.009 Ac,"
                $699,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Flagstaff-CCD/Greater-Flagstaff/2912-SUMMER-Loop/109490124.html
"
17420 N HORSESHOE Lane,
    
Sun City,

Maricopa County,

AZ
85373",1978,3,1,998,0.192 Ac,"
                $225,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/17420-N-HORSESHOE-Lane/109551465.html
"
10076 E Paradise Drive,
    
Scottsdale,

Maricopa County,

AZ
85260",2006,8,8,"8,625",0.981 Ac,"
                $4,250,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Cactus-Corridor/10076-E-Paradise-Drive/108097411.html
"
12033 W CARIBBEAN Lane,
    
El Mirage,

Maricopa County,

AZ
85335",6268427,4,2,"1,642","Ranch, Ranch","
                $385,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/El-Mirage/12033-W-CARIBBEAN-Lane/109490071.html
"
1844 Marble Canyon Dr,
    
Bullhead City,

Mohave County,

AZ
86442",984322,4,3,"3,294",Site built 1 Story,"
                $560,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/1844-Marble-Canyon-Dr/109548723.html
"
35394 W SANTA CLARA Avenue,
    
Maricopa,

Pinal County,

AZ
85138",2021,5,3,"2,688",0.124 Ac,"
                $389,990 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/35394-W-SANTA-CLARA-Avenue/109177659.html
"
609 E WESCOTT Drive,
    
Phoenix,

Maricopa County,

AZ
85024",1986,3,3,"1,788",0.128 Ac,"
                $355,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Deer-Valley-Village/609-E-WESCOTT-Drive/109490025.html
"
10720 Admiral Rd,
    
Parker,

La Paz County,

AZ
85344",1958,1,1,600,0.14 Ac,"
                $95,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Cienega-Springs/10720-Admiral-Rd/108332996.html
"
2891 W Calle Del Tigre,
    
Drexel Heights,

Pima County,

AZ
85746",22119027,3,2,"1,101","Ranch, Ranch","
                $210,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Drexel-Heights/2891-W-Calle-Del-Tigre/109571448.html
"
7181 E CAMELBACK Road 503,
    
Scottsdale,

Maricopa County,

AZ
85251",2007,1,2,"1,147","Contemporary, Contemporary","
                $799,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Downtown-Scottsdale/7181-E-CAMELBACK-Road/109493211.html
"
21519 W WATKINS Street,
    
Buckeye,

Maricopa County,

AZ
85326",6258300,4,2,"1,913","Ranch, Ranch","
                $598,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Sundance/21519-W-WATKINS-Street/108919016.html
"
3207 N 21ST Street,
    
Phoenix,

Maricopa County,

AZ
85016",6268324,3,2,"1,346","Ranch, Ranch","
                $370,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Biltmore/3207-N-21ST-Street/109492649.html
"
3670 Totem Dr,
    
Lake Havasu City,

Mohave County,

AZ
86406",1016996,3,2,"1,484","Ranch, Ranch","
                $360,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/3670-Totem-Dr/108704941.html
"
3880 VIA DE LA REINA --,
    
Sierra Vista,

Cochise County,

AZ
85650",6249979,4,2,"1,985","Ranch, Ranch","
                $290,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Sierra-Vista/3880-VIA-DE-LA-REINA-/108873204.html
"
305 Mundy Drive 2,
    
Camp Verde - Sedona,

Yavapai County,

AZ
86351",527224,3,2,"3,665","Contemporary, Contemporary","
                $2,100,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Camp-Verde-Sedona/Greater-Camp-Verde/305-Mundy-Drive/109507953.html
"
10829 W PALMERAS Drive,
    
Sun City,

Maricopa County,

AZ
85373",6268733,3,2,"1,508","Ranch, Ranch","
                $320,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/10829-W-PALMERAS-Drive/109551568.html
"
10427 N 52ND Drive,
    
Glendale,

Maricopa County,

AZ
85302",6264133,3,2,"1,874","Spanish, Spanish","
                $375,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Chaparral-Ranch/10427-N-52ND-Drive/109257318.html
"
8695 Laramie Road,
    
Flagstaff,

Coconino County,

AZ
86004",186269,5,4,"3,268",Multi-Level,"
                $789,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Doney-Park/8695-Laramie-Road/108056480.html
"
27606 N 61ST Place,
    
Scottsdale,

Maricopa County,

AZ
85266",2001,4,4,"3,906",0.825 Ac,"
                $1,325,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Scottsdale/Monterra/27606-N-61ST-Place/109492724.html
"
2210 Encanto Drive NE,
    
Phoenix,

Maricopa County,

AZ
85007",6258136,4,3,"4,085","Ranch, Ranch","
                $1,450,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Encanto-Village/2210-Encanto-Drive-NE/108479500.html
"
21 County Road N3236,
    
Vernon,

Apache County,

AZ
85940",235593,3,3,"2,500",Cabin,"
                $598,500 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Vernon/21-County-Road-N3236/107108696.html
"
12230 N 23RD Street,
    
Phoenix,

Maricopa County,

AZ
85022",1962,3,1,"1,276",0.139 Ac,"
                $374,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/12230-N-23RD-Street/108479468.html
"
609 E SILVER CREEK Road,
    
Gilbert,

Maricopa County,

AZ
85296",6268513,4,2,"2,134","Ranch, Ranch","
                $575,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Neely/609-E-SILVER-CREEK-Road/109493028.html
"
5040 E Boulder Canyon Drive,
    
Verde Village,

Yavapai County,

AZ
86325",527231,3,2,"2,280","Contemporary, Contemporary, Southwest","
                $595,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Verde-Village/5040-E-Boulder-Canyon-Drive/109568777.html
"
19236 W ALICE Court,
    
Waddell,

Maricopa County,

AZ
85355",6253011,6,4,"4,740","Ranch, Ranch","
                $899,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Waddell/19236-W-ALICE-Court/108174515.html
"
3401 W Willis,
    
Show Low,

Navajo County,

AZ
85901",236738,2,2,"1,992",Single Level,"
                $385,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Show-Low/3401-W-Willis/109613041.html
"
15131 E WESTRIDGE Drive,
    
Fountain Hills,

Maricopa County,

AZ
85268",6268953,4,4,"3,689","Contemporary, Contemporary","
                $1,150,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Fountain-Hills/Westridge-Village/15131-E-WESTRIDGE-Drive/109554177.html
"
16249 W CENTRAL Street,
    
Surprise,

Maricopa County,

AZ
85374",2002,4,3,"2,320",0.17 Ac,"
                $399,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Mountain-Vista-Ranch/16249-W-CENTRAL-Street/109554183.html
"
7125 S Missiondale Road,
    
Tucson,

Pima County,

AZ
85756",22118813,4,2,"1,522","Contemporary, Contemporary","
                $249,400 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Elvira/7125-S-Missiondale-Road/109571431.html
"
6249 E BECK Lane,
    
Scottsdale,

Maricopa County,

AZ
85254",1984,3,2,"1,415",0.146 Ac,"
                $525,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/West-Cactus/6249-E-BECK-Lane/109590082.html
"
16756 W COCOPAH Street,
    
Goodyear,

Maricopa County,

AZ
85338",6260254,5,4,"4,070",Santa Barbara/Tuscan,"
                $575,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Goodyear/Canyon-Trails/16756-W-COCOPAH-Street/108876102.html
"
7242 S Kachina Place,
    
Gold Canyon,

Pinal County,

AZ
85118",2021,4,3,"2,834",0.201 Ac,"
                $604,990 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Gold-Canyon/7242-S-Kachina-Place/109551545.html
"
7231 W MULBERRY Drive,
    
Phoenix,

Maricopa County,

AZ
85033",6269298,4,2,"1,740","Ranch, Ranch","
                $350,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Maryvale/7231-W-MULBERRY-Drive/109551606.html
"
9351 East 28th St 10,
    
Yuma,

Yuma County,

AZ
85365",2,2,2,"1,056",10955380,"
                $49,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Yuma-CCD/9351-East-28th-St/109658511.html
"
56003 N VULTURE MINE Road,
    
Wickenburg,

Maricopa County,

AZ
85390",6265955,3,3,"2,248","Ranch, Ranch, Territorial/Santa Fe","
                $595,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Wickenburg/56003-N-VULTURE-MINE-Road/109254351.html
"
4834 E CHARLESTON Avenue,
    
Scottsdale,

Maricopa County,

AZ
85254",6269191,3,2,"2,344","Ranch, Ranch","
                $734,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/West-Cactus/4834-E-CHARLESTON-Avenue/109554000.html
"
3463 W KING Drive,
    
Anthem,

Maricopa County,

AZ
85086",6263703,3,2,"2,130","Ranch, Ranch","
                $460,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/3463-W-KING-Drive/109590129.html
"
8213 W Mescalero Road,
    
Payson,

Gila County,

AZ
85541",6268697,2,2,"1,200","Ranch, Ranch","
                $225,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa-del-Caballo/8213-W-Mescalero-Road/109554026.html
"
310 N Flynn Jans Court,
    
Pearce,

Cochise County,

AZ
85625",22119071,3,3,"1,782","Santa Fe, Santa Fe","
                $147,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Pearce/310-N-Flynn-Jans-Court/109619276.html
"
4231 Gila Drive,
    
Lake of the Woods,

Navajo County,

AZ
85929",1970,2,2,"1,007",0.34 Ac,"
                $298,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-of-the-Woods/4231-Gila-Drive/109699296.html
"
5635 E LINCOLN Drive 10,
    
Paradise Valley,

Maricopa County,

AZ
85253",6269138,3,4,"2,948","Contemporary, Contemporary, Territorial/Santa Fe","
                $2,900,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Paradise-Valley/5635-E-LINCOLN-Drive/109551655.html
"
6825 N 1st Place ,
    
Phoenix,

Maricopa County,

AZ
85012","
                                ",5,5.5,"3,968",1993,"
                $1,500,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/6825-N-1st-Place-/109727339.html
"
918 Joshua Tree Dr,
    
Lake Havasu City,

Mohave County,

AZ
86404",1995,3,2,"1,254",0.23 Ac,"
                $369,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/918-Joshua-Tree-Dr/109261787.html
"
2985 S AVE A,
    
Yuma,

Yuma County,

AZ
85364",2,6,3,"2,769",20212971,"
                $385,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Yuma-CCD/2985-S-AVE-A/109752819.html
"
6025 E THUNDERBIRD Road,
    
Scottsdale,

Maricopa County,

AZ
85254",6254167,5,4,"5,000","Spanish, Spanish","
                $1,699,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/West-Cactus/6025-E-THUNDERBIRD-Road/109492985.html
"
2044 S HERON Lane,
    
Gilbert,

Maricopa County,

AZ
85295",2006,3,3,"2,072",0.099 Ac,"
                $479,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Lyons-Gate/2044-S-HERON-Lane/108300828.html
"
2830 S TUMBLEWEED Lane,
    
Chandler,

Maricopa County,

AZ
85286",1999,4,3,"2,350",0.172 Ac,"
                $574,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Arden-Park/2830-S-TUMBLEWEED-Lane/109554157.html
"
2200 S Old Black Canyon Highway,
    
Dewey - Humboldt,

Yavapai County,

AZ
86327",1040640,2,1,"1,137","Ranch, Ranch","
                $439,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Dewey-Humboldt/2200-S-Old-Black-Canyon-Highway/109567621.html
"
30315 N 154TH Place,
    
Scottsdale,

Maricopa County,

AZ
85262",6264541,4,3,"3,359","Santa Fe, Territorial/Santa Fe","
                $875,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Sunrise-Desert-Vistas/30315-N-154TH-Place/109759167.html
"
3450 N PLATINA Circle,
    
Mesa,

Maricopa County,

AZ
85215",1995,5,3,"2,834",0.251 Ac,"
                $555,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Alta-Mesa/3450-N-PLATINA-Circle/109590062.html
"
2677 E Reata Ridge Place,
    
Sahuarita,

Pima County,

AZ
85614",22112979,3,4,"2,893","Contemporary, Contemporary","
                $649,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Sahuarita/2677-E-Reata-Ridge-Place/107723083.html
"
4129 E DRAGOON Avenue,
    
Mesa,

Maricopa County,

AZ
85206",1979,3,2,"1,867",0.158 Ac,"
                $459,700 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Leisure-World/4129-E-DRAGOON-Avenue/109759286.html
"
750 Mines Pass,
    
Prescott,

Yavapai County,

AZ
86301",1040739,5,4,"3,823","Contemporary, Contemporary, Walkout Basement","
                $799,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/750-Mines-Pass/109774111.html
